Trail_Name,Rank,Difficulty,Distance_Miles,Elevation_Feet,Route_Type,Description,Cluster_number,State,Latitude,Longitude,Cluster_number_whole
Whiteface Mountain,301,Moderate,2.9,774,Out & Back,"Whiteface Mountain is a 2.9 mile moderately trafficked out and back trail located near Gilford, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.5025,-71.39373,2
Zealand Hut Trail,305,Moderate,5.4,603,Out & Back,"Zealand Hut Trail is a 5.4 mile out and back trail located near Bretton Woods, New Hampshire that features a lake and is rated as moderate. The trail is primarily used for hiking, walking, trail running, and nature trips.",3,New Hampshire,44.22468,-71.47836,2
Big Rock Cave Trail,310,Moderate,3.5,1259,Out & Back,"Big Rock Cave Trail is a 3.5 mile out and back trail located near Tamworth, New Hampshire that features a cave. The trail is rated as moderate and primarily used for hiking. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.9086,-71.34149,2
Piper and Whiteface Mountains Trail,312,Moderate,4.9,1315,Out & Back,"Piper and Whiteface Mountains Trail is a 4.9 mile lightly trafficked out and back trail located near Union, New Hampshire that offers the chance to see wildlife. The trail is rated as moderate and is primarily used for hiking, nature trips, and bird watching. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.51627,-71.37868,2
Bald Knob Cut-Off Trail,313,Moderate,3.9,1154,Out & Back,"Bald Knob Cut-Off Trail is a 3.9 mile lightly trafficked out and back trail located near Moultonborough, New Hampshire that features a river and is rated as moderate. The trail is primarily used for hiking, trail running, and nature trips and is best used from May until November. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.71865,-71.31927,2
West and East Rattlesnake Mountain via Old Bridle Path,314,Moderate,3.1,853,Out & Back,"West and East Rattlesnake Mountain via Old Bridle Path is a 3.1 mile moderately trafficked out and back trail located near Holderness, New Hampshire that features a lake and is rated as moderate. The trail is primarily used for hiking, trail running, and nature trips and is best used from April until November. Dogs are also able to use this trail.",3,New Hampshire,43.78885,-71.54843,2
Eliza Adams Gorge Trail via Monadnock-Sunapee Greenway,315,Moderate,3.5,387,Out & Back,"Eliza Adams Gorge Trail via Monadnock-Sunapee Greenway is a 3.5 mile out and back trail located near Harrisville, New Hampshire that features a waterfall and is rated as moderate. The trail is primarily used for hiking, walking, and trail running and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,42.91401,-72.13286,2
Mount Prospect Trail,318,Moderate,3.7,1105,Out & Back,"Mount Prospect Trail is a 3.7 mile lightly trafficked out and back trail located near Holderness, New Hampshire that offers the chance to see wildlife and is rated as moderate. The trail offers a number of activity options. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.78473,-71.63876,2
Mount Monadnock via Parker Trail and Cliff Walk,325,Moderate,5.9,1801,Out & Back,"Mount Monadnock via Parker Trail and Cliff Walk is a 5.9 mile moderately trafficked out and back trail located near Jaffrey, New Hampshire that features a lake and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from April until October.",3,New Hampshire,42.84524,-72.08845,2
Lovewell Mountain via Monadnock-Sunapee Greenway,328,Moderate,4.5,1325,Out & Back,"Lovewell Mountain via Monadnock-Sunapee Greenway is a 4.5 mile lightly trafficked out and back trail located near Washington, New Hampshire that offers scenic views and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.21614,-72.07736,2
White Dot Trail to North Uncanoonuc Mountain,330,Moderate,1.2,725,Out & Back,"White Dot Trail to North Uncanoonuc Mountain is a 1.2 mile moderately trafficked out and back trail located near Goffstown, New Hampshire that features a great forest setting and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from May until September. Dogs are also able to use this trail.",3,New Hampshire,42.99728,-71.60141,2
Sawyer Pond Trail,339,Moderate,3.1,374,Out & Back,"Sawyer Pond Trail is a 3.1 mile moderately trafficked out and back trail located near Lincoln, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from February until October. Dogs are also able to use this trail.",3,New Hampshire,44.0528,-71.40532,2
Green Mountain Climb,342,Moderate,3.4,1167,Out & Back,"Green Mountain Climb is a 3.4 mile lightly trafficked out and back trail located near Effingham, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.75119,-71.03401,2
Franconia Brook Trail,345,Moderate,15.9,1141,Out & Back,"Franconia Brook Trail is a 15.9 mile moderately trafficked out and back trail located near Lincoln, New Hampshire that features a river and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from April until September. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.06414,-71.58804,2
Holts Ledge via Appalachian Trail,346,Moderate,3.4,1069,Out & Back,"Holts Ledge via Appalachian Trail is a 3.4 mile lightly trafficked out and back trail located near Lyme, New Hampshire that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking, nature trips, and snowshoeing and is best used from April until November. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.79061,-72.10111,2
Belknap Mountain Trail,348,Moderate,5.4,1837,Out & Back,"Belknap Mountain Trail is a 5.4 mile moderately trafficked out and back trail located near Belmont, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from March until October. Dogs are also able to use this trail.",3,New Hampshire,43.51756,-71.39113,2
Cross Rivendell Trail to the North Cube Spur,353,Moderate,3.7,1509,Out & Back,"Cross Rivendell Trail to the North Cube Spur is a 3.7 mile moderately trafficked out and back trail located near Orford, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.88578,-72.04754,2
"Wildcat ""D"" via Wildcat Ridge Trail",356,Moderate,3.5,2181,Out & Back,"Wildcat ""D"" via Wildcat Ridge Trail is a 3.5 mile lightly trafficked out and back trail located near Gorham, New Hampshire that features a river and is rated as moderate. The trail is primarily used for hiking, trail running, nature trips, and birding. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.24569,-71.25344,2
Skookumchuck Trail,357,Moderate,7.9,3087,Out & Back,"Skookumchuck Trail is a 7.9 mile moderately trafficked out and back trail located near Franconia, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail.",3,New Hampshire,44.20359,-71.68066,2
Cranmore Mountain,360,Moderate,3.7,698,Out & Back,"Cranmore Mountain is a 3.7 mile moderately trafficked out and back trail located near North Conway, New Hampshire that features a great forest setting and is rated as moderate. The trail is primarily used for hiking, walking, trail running, and nature trips and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.0683,-71.07188,2
Carter Ledge Trail,364,Moderate,5.4,1696,Out & Back,"Carter Ledge Trail is a 5.4 mile lightly trafficked out and back trail located near Conway, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from May until September. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.95334,-71.21353,2
Cascade Link Trail,375,Moderate,3.8,1269,Out & Back,"Cascade Link Trail is a 3.8 mile moderately trafficked out and back trail located near Dublin, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from March until October.",3,New Hampshire,42.8455,-72.08866,2
East Osceola via Greenly Ponds Trail,376,Moderate,5,2204,Out & Back,"East Osceola via Greenly Ponds Trail is a 5 mile moderately trafficked out and back trail located near Lincoln, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from April until September.",3,New Hampshire,44.03142,-71.51635,2
Gunstock Mountain Trail (Orange),377,Moderate,1.8,1158,Out & Back,"Gunstock Mountain Trail (Orange) is a 1.8 mile moderately trafficked out and back trail located near Gilford, New Hampshire that offers scenic views and is rated as moderate. The trail is primarily used for hiking, trail running, and nature trips and is best used from May until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.51727,-71.38975,2
